si_no,mart_name,year,month,product_id,Product,sales
8172,Mart D,2018,12,PRD35,Paddy,481
8173,Mart D,2019,1,PRD35,Paddy,458
8174,Mart D,2019,2,PRD35,Paddy,478
8175,Mart D,2019,3,PRD35,Paddy,622
8176,Mart D,2019,4,PRD35,Paddy,741
8177,Mart D,2019,5,PRD35,Paddy,732
8178,Mart D,2019,6,PRD35,Paddy,760
8179,Mart D,2019,7,PRD35,Paddy,819
8180,Mart D,2019,8,PRD35,Paddy,767
8181,Mart D,2019,9,PRD35,Paddy,716
8182,Mart D,2019,10,PRD35,Paddy,684
8183,Mart D,2019,11,PRD35,Paddy,726
8184,Mart D,2019,12,PRD35,Paddy,485
8185,Mart D,2020,1,PRD35,Paddy,515
8186,Mart D,2020,2,PRD35,Paddy,474
8187,Mart D,2020,3,PRD35,Paddy,679
8188,Mart D,2020,4,PRD35,Paddy,758
8189,Mart D,2020,5,PRD35,Paddy,776
8190,Mart D,2020,6,PRD35,Paddy,805
8191,Mart D,2020,7,PRD35,Paddy,913
8192,Mart D,2020,8,PRD35,Paddy,804
8193,Mart D,2020,9,PRD35,Paddy,697
8194,Mart D,2020,10,PRD35,Paddy,722
8195,Mart D,2020,11,PRD35,Paddy,715
8196,Mart D,2020,12,PRD35,Paddy,509
8197,Mart D,2021,1,PRD35,Paddy,538
8198,Mart D,2021,2,PRD35,Paddy,512
8199,Mart D,2021,3,PRD35,Paddy,736
8200,Mart D,2021,4,PRD35,Paddy,796
8201,Mart D,2021,5,PRD35,Paddy,879
8202,Mart D,2021,6,PRD35,Paddy,907
8203,Mart D,2021,7,PRD35,Paddy,1027
8204,Mart D,2021,8,PRD35,Paddy,879
8205,Mart D,2021,9,PRD35,Paddy,763
8206,Mart D,2021,10,PRD35,Paddy,796
8207,Mart D,2021,11,PRD35,Paddy,796
8208,Mart D,2021,12,PRD35,Paddy,619
8209,Mart D,2018,1,PRD36,Ragi,707
8210,Mart D,2018,2,PRD36,Ragi,696
8211,Mart D,2018,3,PRD36,Ragi,907
8212,Mart D,2018,4,PRD36,Ragi,1039
8213,Mart D,2018,5,PRD36,Ragi,1141
8214,Mart D,2018,6,PRD36,Ragi,1183
8215,Mart D,2018,7,PRD36,Ragi,1263
8216,Mart D,2018,8,PRD36,Ragi,1060
8217,Mart D,2018,9,PRD36,Ragi,1025
8218,Mart D,2018,10,PRD36,Ragi,973
8219,Mart D,2018,11,PRD36,Ragi,1064
8220,Mart D,2018,12,PRD36,Ragi,809
8221,Mart D,2019,1,PRD36,Ragi,763
8222,Mart D,2019,2,PRD36,Ragi,788
8223,Mart D,2019,3,PRD36,Ragi,973
8224,Mart D,2019,4,PRD36,Ragi,1097
8225,Mart D,2019,5,PRD36,Ragi,1295
8226,Mart D,2019,6,PRD36,Ragi,1288
8227,Mart D,2019,7,PRD36,Ragi,1447
8228,Mart D,2019,8,PRD36,Ragi,1393
8229,Mart D,2019,9,PRD36,Ragi,1137
8230,Mart D,2019,10,PRD36,Ragi,1086
8231,Mart D,2019,11,PRD36,Ragi,1228
8232,Mart D,2019,12,PRD36,Ragi,886
8233,Mart D,2020,1,PRD36,Ragi,828
8234,Mart D,2020,2,PRD36,Ragi,797
8235,Mart D,2020,3,PRD36,Ragi,1105
8236,Mart D,2020,4,PRD36,Ragi,1235
8237,Mart D,2020,5,PRD36,Ragi,1302
8238,Mart D,2020,6,PRD36,Ragi,1445
8239,Mart D,2020,7,PRD36,Ragi,1465
8240,Mart D,2020,8,PRD36,Ragi,1402
8241,Mart D,2020,9,PRD36,Ragi,1215
8242,Mart D,2020,10,PRD36,Ragi,1175
8243,Mart D,2020,11,PRD36,Ragi,1201
8244,Mart D,2020,12,PRD36,Ragi,912
8245,Mart D,2021,1,PRD36,Ragi,899
8246,Mart D,2021,2,PRD36,Ragi,894
8247,Mart D,2021,3,PRD36,Ragi,1171
8248,Mart D,2021,4,PRD36,Ragi,1273
8249,Mart D,2021,5,PRD36,Ragi,1442
8250,Mart D,2021,6,PRD36,Ragi,1514
8251,Mart D,2021,7,PRD36,Ragi,1717
8252,Mart D,2021,8,PRD36,Ragi,1473
8253,Mart D,2021,9,PRD36,Ragi,1383
8254,Mart D,2021,10,PRD36,Ragi,1209
8255,Mart D,2021,11,PRD36,Ragi,1274
8256,Mart D,2021,12,PRD36,Ragi,963
8257,Mart D,2018,1,PRD37,Raisins,949
8258,Mart D,2018,2,PRD37,Raisins,921
8259,Mart D,2018,3,PRD37,Raisins,1206
8260,Mart D,2018,4,PRD37,Raisins,1445
8261,Mart D,2018,5,PRD37,Raisins,1531
8262,Mart D,2018,6,PRD37,Raisins,1703
8263,Mart D,2018,7,PRD37,Raisins,1802
8264,Mart D,2018,8,PRD37,Raisins,1572
8265,Mart D,2018,9,PRD37,Raisins,1391
8266,Mart D,2018,10,PRD37,Raisins,1330
8267,Mart D,2018,11,PRD37,Raisins,1439
8268,Mart D,2018,12,PRD37,Raisins,1031
8269,Mart D,2019,1,PRD37,Raisins,1148
8270,Mart D,2019,2,PRD37,Raisins,1032
8271,Mart D,2019,3,PRD37,Raisins,1478
8272,Mart D,2019,4,PRD37,Raisins,1662
8273,Mart D,2019,5,PRD37,Raisins,1810
8274,Mart D,2019,6,PRD37,Raisins,1868
8275,Mart D,2019,7,PRD37,Raisins,2029
8276,Mart D,2019,8,PRD37,Raisins,1828
8277,Mart D,2019,9,PRD37,Raisins,1645
8278,Mart D,2019,10,PRD37,Raisins,1612
8279,Mart D,2019,11,PRD37,Raisins,1641
8280,Mart D,2019,12,PRD37,Raisins,1145
8281,Mart D,2020,1,PRD37,Raisins,1150
8282,Mart D,2020,2,PRD37,Raisins,1110
8283,Mart D,2020,3,PRD37,Raisins,1489
8284,Mart D,2020,4,PRD37,Raisins,1722
8285,Mart D,2020,5,PRD37,Raisins,1981
8286,Mart D,2020,6,PRD37,Raisins,1903
8287,Mart D,2020,7,PRD37,Raisins,2164
8288,Mart D,2020,8,PRD37,Raisins,2001
8289,Mart D,2020,9,PRD37,Raisins,1690
8290,Mart D,2020,10,PRD37,Raisins,1664
8291,Mart D,2020,11,PRD37,Raisins,1761
8292,Mart D,2020,12,PRD37,Raisins,1236
8293,Mart D,2021,1,PRD37,Raisins,1276
8294,Mart D,2021,2,PRD37,Raisins,1306
8295,Mart D,2021,3,PRD37,Raisins,1584
8296,Mart D,2021,4,PRD37,Raisins,1861
8297,Mart D,2021,5,PRD37,Raisins,2033
8298,Mart D,2021,6,PRD37,Raisins,2074
8299,Mart D,2021,7,PRD37,Raisins,2235
8300,Mart D,2021,8,PRD37,Raisins,1958
8301,Mart D,2021,9,PRD37,Raisins,1819
8302,Mart D,2021,10,PRD37,Raisins,1796
8303,Mart D,2021,11,PRD37,Raisins,1836
8304,Mart D,2021,12,PRD37,Raisins,1373
8305,Mart D,2018,1,PRD38,Saffron,550
8306,Mart D,2018,2,PRD38,Saffron,551
8307,Mart D,2018,3,PRD38,Saffron,715
8308,Mart D,2018,4,PRD38,Saffron,826
8309,Mart D,2018,5,PRD38,Saffron,899
8310,Mart D,2018,6,PRD38,Saffron,945
8311,Mart D,2018,7,PRD38,Saffron,1046
8312,Mart D,2018,8,PRD38,Saffron,899
8313,Mart D,2018,9,PRD38,Saffron,839
8314,Mart D,2018,10,PRD38,Saffron,801
8315,Mart D,2018,11,PRD38,Saffron,833
8316,Mart D,2018,12,PRD38,Saffron,565
8317,Mart D,2019,1,PRD38,Saffron,661
8318,Mart D,2019,2,PRD38,Saffron,613
8319,Mart D,2019,3,PRD38,Saffron,837
8320,Mart D,2019,4,PRD38,Saffron,927
8321,Mart D,2019,5,PRD38,Saffron,1039
8322,Mart D,2019,6,PRD38,Saffron,1056
8323,Mart D,2019,7,PRD38,Saffron,1155
8324,Mart D,2019,8,PRD38,Saffron,1043
8325,Mart D,2019,9,PRD38,Saffron,911
8326,Mart D,2019,10,PRD38,Saffron,909
8327,Mart D,2019,11,PRD38,Saffron,946
8328,Mart D,2019,12,PRD38,Saffron,720
8329,Mart D,2020,1,PRD38,Saffron,715
8330,Mart D,2020,2,PRD38,Saffron,624
8331,Mart D,2020,3,PRD38,Saffron,869
8332,Mart D,2020,4,PRD38,Saffron,987
8333,Mart D,2020,5,PRD38,Saffron,1077
8334,Mart D,2020,6,PRD38,Saffron,1088
8335,Mart D,2020,7,PRD38,Saffron,1252
8336,Mart D,2020,8,PRD38,Saffron,1101
8337,Mart D,2020,9,PRD38,Saffron,996
8338,Mart D,2020,10,PRD38,Saffron,954
8339,Mart D,2020,11,PRD38,Saffron,944
8340,Mart D,2020,12,PRD38,Saffron,717
8341,Mart D,2021,1,PRD38,Saffron,701
8342,Mart D,2021,2,PRD38,Saffron,670
8343,Mart D,2021,3,PRD38,Saffron,928
8344,Mart D,2021,4,PRD38,Saffron,1109
8345,Mart D,2021,5,PRD38,Saffron,1203
8346,Mart D,2021,6,PRD38,Saffron,1215
8347,Mart D,2021,7,PRD38,Saffron,1286
8348,Mart D,2021,8,PRD38,Saffron,1144
8349,Mart D,2021,9,PRD38,Saffron,1045
8350,Mart D,2021,10,PRD38,Saffron,1047
8351,Mart D,2021,11,PRD38,Saffron,1077
8352,Mart D,2021,12,PRD38,Saffron,769
8353,Mart D,2018,1,PRD39,Vermicelli,1507
8354,Mart D,2018,2,PRD39,Vermicelli,1444
8355,Mart D,2018,3,PRD39,Vermicelli,1990
8356,Mart D,2018,4,PRD39,Vermicelli,2234
8357,Mart D,2018,5,PRD39,Vermicelli,2459
8358,Mart D,2018,6,PRD39,Vermicelli,2537
8359,Mart D,2018,7,PRD39,Vermicelli,2748
8360,Mart D,2018,8,PRD39,Vermicelli,2473
8361,Mart D,2018,9,PRD39,Vermicelli,2235
8362,Mart D,2018,10,PRD39,Vermicelli,2125
8363,Mart D,2018,11,PRD39,Vermicelli,2271
8364,Mart D,2018,12,PRD39,Vermicelli,1646
8365,Mart D,2019,1,PRD39,Vermicelli,1718
8366,Mart D,2019,2,PRD39,Vermicelli,1718
8367,Mart D,2019,3,PRD39,Vermicelli,2267
8368,Mart D,2019,4,PRD39,Vermicelli,2667
8369,Mart D,2019,5,PRD39,Vermicelli,2776
8370,Mart D,2019,6,PRD39,Vermicelli,2842
8371,Mart D,2019,7,PRD39,Vermicelli,3198
8372,Mart D,2019,8,PRD39,Vermicelli,2921
8373,Mart D,2019,9,PRD39,Vermicelli,2504
8374,Mart D,2019,10,PRD39,Vermicelli,2358
8375,Mart D,2019,11,PRD39,Vermicelli,2639
8376,Mart D,2019,12,PRD39,Vermicelli,1889
8377,Mart D,2020,1,PRD39,Vermicelli,1756
8378,Mart D,2020,2,PRD39,Vermicelli,1771
8379,Mart D,2020,3,PRD39,Vermicelli,2494
8380,Mart D,2020,4,PRD39,Vermicelli,2697
8381,Mart D,2020,5,PRD39,Vermicelli,2978
8382,Mart D,2020,6,PRD39,Vermicelli,2998
8383,Mart D,2020,7,PRD39,Vermicelli,3507
8384,Mart D,2020,8,PRD39,Vermicelli,2902
8385,Mart D,2020,9,PRD39,Vermicelli,2652
8386,Mart D,2020,10,PRD39,Vermicelli,2545
8387,Mart D,2020,11,PRD39,Vermicelli,2651
8388,Mart D,2020,12,PRD39,Vermicelli,1984
8389,Mart D,2021,1,PRD39,Vermicelli,1931
8390,Mart D,2021,2,PRD39,Vermicelli,1911
8391,Mart D,2021,3,PRD39,Vermicelli,2635
8392,Mart D,2021,4,PRD39,Vermicelli,2906
8393,Mart D,2021,5,PRD39,Vermicelli,3172
8394,Mart D,2021,6,PRD39,Vermicelli,3390
8395,Mart D,2021,7,PRD39,Vermicelli,3676
8396,Mart D,2021,8,PRD39,Vermicelli,3216
8397,Mart D,2021,9,PRD39,Vermicelli,2977
8398,Mart D,2021,10,PRD39,Vermicelli,2776
8399,Mart D,2021,11,PRD39,Vermicelli,2871
8400,Mart D,2021,12,PRD39,Vermicelli,2167
8401,Mart D,2018,1,PRD40,Rose Water,1103
8402,Mart D,2018,2,PRD40,Rose Water,1097
8403,Mart D,2018,3,PRD40,Rose Water,1451
8404,Mart D,2018,4,PRD40,Rose Water,1583
8405,Mart D,2018,5,PRD40,Rose Water,1823
8406,Mart D,2018,6,PRD40,Rose Water,1873
8407,Mart D,2018,7,PRD40,Rose Water,2072
8408,Mart D,2018,8,PRD40,Rose Water,1775
8409,Mart D,2018,9,PRD40,Rose Water,1633
8410,Mart D,2018,10,PRD40,Rose Water,1532
8411,Mart D,2018,11,PRD40,Rose Water,1663
8412,Mart D,2018,12,PRD40,Rose Water,1183
8413,Mart D,2019,1,PRD40,Rose Water,1247
8414,Mart D,2019,2,PRD40,Rose Water,1191
8415,Mart D,2019,3,PRD40,Rose Water,1594
8416,Mart D,2019,4,PRD40,Rose Water,1832
8417,Mart D,2019,5,PRD40,Rose Water,2007
8418,Mart D,2019,6,PRD40,Rose Water,2152
8419,Mart D,2019,7,PRD40,Rose Water,2371
8420,Mart D,2019,8,PRD40,Rose Water,2093
8421,Mart D,2019,9,PRD40,Rose Water,1822
8422,Mart D,2019,10,PRD40,Rose Water,1766
8423,Mart D,2019,11,PRD40,Rose Water,1903
8424,Mart D,2019,12,PRD40,Rose Water,1327
8425,Mart D,2020,1,PRD40,Rose Water,1306
8426,Mart D,2020,2,PRD40,Rose Water,1249
8427,Mart D,2020,3,PRD40,Rose Water,1655
8428,Mart D,2020,4,PRD40,Rose Water,2038
8429,Mart D,2020,5,PRD40,Rose Water,2211
8430,Mart D,2020,6,PRD40,Rose Water,2204
8431,Mart D,2020,7,PRD40,Rose Water,2417
8432,Mart D,2020,8,PRD40,Rose Water,2217
8433,Mart D,2020,9,PRD40,Rose Water,1999
8434,Mart D,2020,10,PRD40,Rose Water,1868
8435,Mart D,2020,11,PRD40,Rose Water,1978
8436,Mart D,2020,12,PRD40,Rose Water,1394
8437,Mart D,2021,1,PRD40,Rose Water,1515
8438,Mart D,2021,2,PRD40,Rose Water,1422
8439,Mart D,2021,3,PRD40,Rose Water,1822
8440,Mart D,2021,4,PRD40,Rose Water,2107
8441,Mart D,2021,5,PRD40,Rose Water,2298
8442,Mart D,2021,6,PRD40,Rose Water,2352
8443,Mart D,2021,7,PRD40,Rose Water,2591
8444,Mart D,2021,8,PRD40,Rose Water,2293
8445,Mart D,2021,9,PRD40,Rose Water,2037
8446,Mart D,2021,10,PRD40,Rose Water,2108
8447,Mart D,2021,11,PRD40,Rose Water,2109
8448,Mart D,2021,12,PRD40,Rose Water,1570
8449,Mart D,2018,1,PRD41,Pickle,413
8450,Mart D,2018,2,PRD41,Pickle,417
8451,Mart D,2018,3,PRD41,Pickle,540
8452,Mart D,2018,4,PRD41,Pickle,581
8453,Mart D,2018,5,PRD41,Pickle,679
8454,Mart D,2018,6,PRD41,Pickle,677
8455,Mart D,2018,7,PRD41,Pickle,711
8456,Mart D,2018,8,PRD41,Pickle,644
8457,Mart D,2018,9,PRD41,Pickle,619
8458,Mart D,2018,10,PRD41,Pickle,558
8459,Mart D,2018,11,PRD41,Pickle,639
8460,Mart D,2018,12,PRD41,Pickle,472
8461,Mart D,2019,1,PRD41,Pickle,478
8462,Mart D,2019,2,PRD41,Pickle,468
8463,Mart D,2019,3,PRD41,Pickle,568
8464,Mart D,2019,4,PRD41,Pickle,680
8465,Mart D,2019,5,PRD41,Pickle,777
8466,Mart D,2019,6,PRD41,Pickle,857
8467,Mart D,2019,7,PRD41,Pickle,931
8468,Mart D,2019,8,PRD41,Pickle,829
8469,Mart D,2019,9,PRD41,Pickle,688
8470,Mart D,2019,10,PRD41,Pickle,680
8471,Mart D,2019,11,PRD41,Pickle,714
8472,Mart D,2019,12,PRD41,Pickle,469
8473,Mart D,2020,1,PRD41,Pickle,476
8474,Mart D,2020,2,PRD41,Pickle,473
8475,Mart D,2020,3,PRD41,Pickle,606
8476,Mart D,2020,4,PRD41,Pickle,729
8477,Mart D,2020,5,PRD41,Pickle,833
8478,Mart D,2020,6,PRD41,Pickle,787
8479,Mart D,2020,7,PRD41,Pickle,885
8480,Mart D,2020,8,PRD41,Pickle,791
8481,Mart D,2020,9,PRD41,Pickle,702
8482,Mart D,2020,10,PRD41,Pickle,693
8483,Mart D,2020,11,PRD41,Pickle,750
8484,Mart D,2020,12,PRD41,Pickle,538
8485,Mart D,2021,1,PRD41,Pickle,520
8486,Mart D,2021,2,PRD41,Pickle,520
8487,Mart D,2021,3,PRD41,Pickle,739
8488,Mart D,2021,4,PRD41,Pickle,820
8489,Mart D,2021,5,PRD41,Pickle,924
8490,Mart D,2021,6,PRD41,Pickle,903
8491,Mart D,2021,7,PRD41,Pickle,1034
8492,Mart D,2021,8,PRD41,Pickle,864
8493,Mart D,2021,9,PRD41,Pickle,828
8494,Mart D,2021,10,PRD41,Pickle,784
8495,Mart D,2021,11,PRD41,Pickle,797
8496,Mart D,2021,12,PRD41,Pickle,557
8497,Mart D,2018,1,PRD42,Palm Oil,948
8498,Mart D,2018,2,PRD42,Palm Oil,951
8499,Mart D,2018,3,PRD42,Palm Oil,1209
8500,Mart D,2018,4,PRD42,Palm Oil,1350
8501,Mart D,2018,5,PRD42,Palm Oil,1530
8502,Mart D,2018,6,PRD42,Palm Oil,1672
8503,Mart D,2018,7,PRD42,Palm Oil,1709
8504,Mart D,2018,8,PRD42,Palm Oil,1575
8505,Mart D,2018,9,PRD42,Palm Oil,1429
8506,Mart D,2018,10,PRD42,Palm Oil,1375
8507,Mart D,2018,11,PRD42,Palm Oil,1406
8508,Mart D,2018,12,PRD42,Palm Oil,1028
8509,Mart D,2019,1,PRD42,Palm Oil,1079
8510,Mart D,2019,2,PRD42,Palm Oil,1093
8511,Mart D,2019,3,PRD42,Palm Oil,1432
8512,Mart D,2019,4,PRD42,Palm Oil,1584
8513,Mart D,2019,5,PRD42,Palm Oil,1867
8514,Mart D,2019,6,PRD42,Palm Oil,1876
8515,Mart D,2019,7,PRD42,Palm Oil,2045
8516,Mart D,2019,8,PRD42,Palm Oil,1761
8517,Mart D,2019,9,PRD42,Palm Oil,1636
8518,Mart D,2019,10,PRD42,Palm Oil,1652
8519,Mart D,2019,11,PRD42,Palm Oil,1617
8520,Mart D,2019,12,PRD42,Palm Oil,1220
8521,Mart D,2020,1,PRD42,Palm Oil,1157
8522,Mart D,2020,2,PRD42,Palm Oil,1179
8523,Mart D,2020,3,PRD42,Palm Oil,1477
8524,Mart D,2020,4,PRD42,Palm Oil,1716
8525,Mart D,2020,5,PRD42,Palm Oil,1985
8526,Mart D,2020,6,PRD42,Palm Oil,1904
8527,Mart D,2020,7,PRD42,Palm Oil,2126
8528,Mart D,2020,8,PRD42,Palm Oil,1819
8529,Mart D,2020,9,PRD42,Palm Oil,1777
8530,Mart D,2020,10,PRD42,Palm Oil,1616
8531,Mart D,2020,11,PRD42,Palm Oil,1640
8532,Mart D,2020,12,PRD42,Palm Oil,1217
8533,Mart D,2021,1,PRD42,Palm Oil,1205
8534,Mart D,2021,2,PRD42,Palm Oil,1245
8535,Mart D,2021,3,PRD42,Palm Oil,1614
8536,Mart D,2021,4,PRD42,Palm Oil,1830
8537,Mart D,2021,5,PRD42,Palm Oil,2019
8538,Mart D,2021,6,PRD42,Palm Oil,2147
8539,Mart D,2021,7,PRD42,Palm Oil,2324
8540,Mart D,2021,8,PRD42,Palm Oil,2042
8541,Mart D,2021,9,PRD42,Palm Oil,1923
8542,Mart D,2021,10,PRD42,Palm Oil,1842
8543,Mart D,2021,11,PRD42,Palm Oil,1864
8544,Mart D,2021,12,PRD42,Palm Oil,1393
8545,Mart D,2018,1,PRD43,Neem Oil,547
8546,Mart D,2018,2,PRD43,Neem Oil,511
8547,Mart D,2018,3,PRD43,Neem Oil,670
8548,Mart D,2018,4,PRD43,Neem Oil,786
8549,Mart D,2018,5,PRD43,Neem Oil,879
8550,Mart D,2018,6,PRD43,Neem Oil,990
8551,Mart D,2018,7,PRD43,Neem Oil,1042
8552,Mart D,2018,8,PRD43,Neem Oil,896
8553,Mart D,2018,9,PRD43,Neem Oil,783
8554,Mart D,2018,10,PRD43,Neem Oil,772
8555,Mart D,2018,11,PRD43,Neem Oil,812
8556,Mart D,2018,12,PRD43,Neem Oil,568
8557,Mart D,2019,1,PRD43,Neem Oil,644
8558,Mart D,2019,2,PRD43,Neem Oil,619
8559,Mart D,2019,3,PRD43,Neem Oil,847
8560,Mart D,2019,4,PRD43,Neem Oil,923
8561,Mart D,2019,5,PRD43,Neem Oil,1066
8562,Mart D,2019,6,PRD43,Neem Oil,1052
8563,Mart D,2019,7,PRD43,Neem Oil,1196
8564,Mart D,2019,8,PRD43,Neem Oil,1056
8565,Mart D,2019,9,PRD43,Neem Oil,903
8566,Mart D,2019,10,PRD43,Neem Oil,940
8567,Mart D,2019,11,PRD43,Neem Oil,951
8568,Mart D,2019,12,PRD43,Neem Oil,691
8569,Mart D,2020,1,PRD43,Neem Oil,644
8570,Mart D,2020,2,PRD43,Neem Oil,688
8571,Mart D,2020,3,PRD43,Neem Oil,873
8572,Mart D,2020,4,PRD43,Neem Oil,1015
8573,Mart D,2020,5,PRD43,Neem Oil,1084
8574,Mart D,2020,6,PRD43,Neem Oil,1164
8575,Mart D,2020,7,PRD43,Neem Oil,1161
8576,Mart D,2020,8,PRD43,Neem Oil,1107
8577,Mart D,2020,9,PRD43,Neem Oil,972
8578,Mart D,2020,10,PRD43,Neem Oil,948
8579,Mart D,2020,11,PRD43,Neem Oil,956
8580,Mart D,2020,12,PRD43,Neem Oil,737
8581,Mart D,2021,1,PRD43,Neem Oil,712
8582,Mart D,2021,2,PRD43,Neem Oil,734
8583,Mart D,2021,3,PRD43,Neem Oil,865
8584,Mart D,2021,4,PRD43,Neem Oil,1048
8585,Mart D,2021,5,PRD43,Neem Oil,1232
8586,Mart D,2021,6,PRD43,Neem Oil,1163
8587,Mart D,2021,7,PRD43,Neem Oil,1315
8588,Mart D,2021,8,PRD43,Neem Oil,1143
8589,Mart D,2021,9,PRD43,Neem Oil,1065
8590,Mart D,2021,10,PRD43,Neem Oil,1041
8591,Mart D,2021,11,PRD43,Neem Oil,1072
8592,Mart D,2021,12,PRD43,Neem Oil,750
8593,Mart D,2018,1,PRD44,Sesame Oil,1257
8594,Mart D,2018,2,PRD44,Sesame Oil,1250
8595,Mart D,2018,3,PRD44,Sesame Oil,1625
8596,Mart D,2018,4,PRD44,Sesame Oil,1830
8597,Mart D,2018,5,PRD44,Sesame Oil,2033
8598,Mart D,2018,6,PRD44,Sesame Oil,2145
8599,Mart D,2018,7,PRD44,Sesame Oil,2186
8600,Mart D,2018,8,PRD44,Sesame Oil,1978
8601,Mart D,2018,9,PRD44,Sesame Oil,1845
8602,Mart D,2018,10,PRD44,Sesame Oil,1782
8603,Mart D,2018,11,PRD44,Sesame Oil,1839
8604,Mart D,2018,12,PRD44,Sesame Oil,1324
8605,Mart D,2019,1,PRD44,Sesame Oil,1351
8606,Mart D,2019,2,PRD44,Sesame Oil,1327
8607,Mart D,2019,3,PRD44,Sesame Oil,1884
8608,Mart D,2019,4,PRD44,Sesame Oil,2070
8609,Mart D,2019,5,PRD44,Sesame Oil,2252
8610,Mart D,2019,6,PRD44,Sesame Oil,2319
8611,Mart D,2019,7,PRD44,Sesame Oil,2586
8612,Mart D,2019,8,PRD44,Sesame Oil,2335
8613,Mart D,2019,9,PRD44,Sesame Oil,2025
8614,Mart D,2019,10,PRD44,Sesame Oil,2020
8615,Mart D,2019,11,PRD44,Sesame Oil,2237
8616,Mart D,2019,12,PRD44,Sesame Oil,1530
8617,Mart D,2020,1,PRD44,Sesame Oil,1496
8618,Mart D,2020,2,PRD44,Sesame Oil,1412
8619,Mart D,2020,3,PRD44,Sesame Oil,1956
8620,Mart D,2020,4,PRD44,Sesame Oil,2218
8621,Mart D,2020,5,PRD44,Sesame Oil,2439
8622,Mart D,2020,6,PRD44,Sesame Oil,2485
8623,Mart D,2020,7,PRD44,Sesame Oil,2719
8624,Mart D,2020,8,PRD44,Sesame Oil,2429
8625,Mart D,2020,9,PRD44,Sesame Oil,2141
8626,Mart D,2020,10,PRD44,Sesame Oil,2145
8627,Mart D,2020,11,PRD44,Sesame Oil,2056
8628,Mart D,2020,12,PRD44,Sesame Oil,1634
8629,Mart D,2021,1,PRD44,Sesame Oil,1588
8630,Mart D,2021,2,PRD44,Sesame Oil,1624
8631,Mart D,2021,3,PRD44,Sesame Oil,2084
8632,Mart D,2021,4,PRD44,Sesame Oil,2434
8633,Mart D,2021,5,PRD44,Sesame Oil,2680
8634,Mart D,2021,6,PRD44,Sesame Oil,2706
8635,Mart D,2021,7,PRD44,Sesame Oil,2991
8636,Mart D,2021,8,PRD44,Sesame Oil,2626
8637,Mart D,2021,9,PRD44,Sesame Oil,2342
8638,Mart D,2021,10,PRD44,Sesame Oil,2214
8639,Mart D,2021,11,PRD44,Sesame Oil,2369
8640,Mart D,2021,12,PRD44,Sesame Oil,1754
8641,Mart E,2018,1,PRD01,Cumin Seeds,767
8642,Mart E,2018,2,PRD01,Cumin Seeds,803
8643,Mart E,2018,3,PRD01,Cumin Seeds,1058
8644,Mart E,2018,4,PRD01,Cumin Seeds,1180
8645,Mart E,2018,5,PRD01,Cumin Seeds,1277
8646,Mart E,2018,6,PRD01,Cumin Seeds,1471
8647,Mart E,2018,7,PRD01,Cumin Seeds,1514
8648,Mart E,2018,8,PRD01,Cumin Seeds,1321
8649,Mart E,2018,9,PRD01,Cumin Seeds,1065
8650,Mart E,2018,10,PRD01,Cumin Seeds,1139
8651,Mart E,2018,11,PRD01,Cumin Seeds,1193
8652,Mart E,2018,12,PRD01,Cumin Seeds,806
8653,Mart E,2019,1,PRD01,Cumin Seeds,873
8654,Mart E,2019,2,PRD01,Cumin Seeds,878
8655,Mart E,2019,3,PRD01,Cumin Seeds,1222
8656,Mart E,2019,4,PRD01,Cumin Seeds,1352
8657,Mart E,2019,5,PRD01,Cumin Seeds,1547
8658,Mart E,2019,6,PRD01,Cumin Seeds,1578
8659,Mart E,2019,7,PRD01,Cumin Seeds,1700
8660,Mart E,2019,8,PRD01,Cumin Seeds,1467
8661,Mart E,2019,9,PRD01,Cumin Seeds,1373
8662,Mart E,2019,10,PRD01,Cumin Seeds,1275
8663,Mart E,2019,11,PRD01,Cumin Seeds,1416
8664,Mart E,2019,12,PRD01,Cumin Seeds,979
8665,Mart E,2020,1,PRD01,Cumin Seeds,926
8666,Mart E,2020,2,PRD01,Cumin Seeds,926
8667,Mart E,2020,3,PRD01,Cumin Seeds,1321
8668,Mart E,2020,4,PRD01,Cumin Seeds,1373
8669,Mart E,2020,5,PRD01,Cumin Seeds,1580
8670,Mart E,2020,6,PRD01,Cumin Seeds,1573
8671,Mart E,2020,7,PRD01,Cumin Seeds,1801
8672,Mart E,2020,8,PRD01,Cumin Seeds,1594
8673,Mart E,2020,9,PRD01,Cumin Seeds,1409
8674,Mart E,2020,10,PRD01,Cumin Seeds,1333
8675,Mart E,2020,11,PRD01,Cumin Seeds,1362
8676,Mart E,2020,12,PRD01,Cumin Seeds,1009
8677,Mart E,2021,1,PRD01,Cumin Seeds,955
8678,Mart E,2021,2,PRD01,Cumin Seeds,1044
8679,Mart E,2021,3,PRD01,Cumin Seeds,1350
8680,Mart E,2021,4,PRD01,Cumin Seeds,1519
8681,Mart E,2021,5,PRD01,Cumin Seeds,1677
8682,Mart E,2021,6,PRD01,Cumin Seeds,1668
8683,Mart E,2021,7,PRD01,Cumin Seeds,1971
8684,Mart E,2021,8,PRD01,Cumin Seeds,1761
8685,Mart E,2021,9,PRD01,Cumin Seeds,1560
8686,Mart E,2021,10,PRD01,Cumin Seeds,1435
8687,Mart E,2021,11,PRD01,Cumin Seeds,1481
8688,Mart E,2021,12,PRD01,Cumin Seeds,1140
8689,Mart E,2018,1,PRD02,Urad Dal,796
